1.000000000000000000e+00,6.547654867172241211e-01,5.949965715408325195e-01,6.483844518661499023e-01,5.225546360015869141e-01,5.507282018661499023e-01,5.170732736587524414e-01,5.369797945022583008e-01,5.931694507598876953e-01,5.547315478324890137e-01,4.780560731887817383e-01,5.390047430992126465e-01,4.248297810554504395e-01,5.291343331336975098e-01,5.078139305114746094e-01,5.653841495513916016e-01,4.935259222984313965e-01,5.374124050140380859e-01,4.584396183490753174e-01,5.350478291511535645e-01
6.547654867172241211e-01,1.000000000000000000e+00,5.156508088111877441e-01,6.966260671615600586e-01,5.384188890457153320e-01,5.472086668014526367e-01,5.203664302825927734e-01,5.232213139533996582e-01,5.423437952995300293e-01,4.618034958839416504e-01,4.684507250785827637e-01,5.570557713508605957e-01,4.631080329418182373e-01,4.750769734382629395e-01,5.315437316894531250e-01,5.267610549926757812e-01,5.189210176467895508e-01,5.054864883422851562e-01,5.434020161628723145e-01,4.792460203170776367e-01
5.949965715408325195e-01,5.156508088111877441e-01,9.999996423721313477e-01,5.460790395736694336e-01,6.049493551254272461e-01,5.251414775848388672e-01,6.008816957473754883e-01,5.723052620887756348e-01,5.811457633972167969e-01,5.723633766174316406e-01,4.987048208713531494e-01,4.838844537734985352e-01,4.644250273704528809e-01,5.383056402206420898e-01,5.894888043403625488e-01,5.491926074028015137e-01,5.714508295059204102e-01,6.934444904327392578e-01,4.323684573173522949e-01,5.587746500968933105e-01
6.483844518661499023e-01,6.966260671615600586e-01,5.460790395736694336e-01,9.999998807907104492e-01,5.858827829360961914e-01,5.724167227745056152e-01,5.172317028045654297e-01,4.783805012702941895e-01,5.377187132835388184e-01,4.460225105285644531e-01,5.021083354949951172e-01,5.916291475296020508e-01,5.237271785736083984e-01,5.368173718452453613e-01,5.802266597747802734e-01,5.193378925323486328e-01,5.115159749984741211e-01,4.901553094387054443e-01,4.989700913429260254e-01,4.741392731666564941e-01
5.225546360015869141e-01,5.384188890457153320e-01,6.049493551254272461e-01,5.858827829360961914e-01,1.000000119209289551e+00,5.915687084197998047e-01,5.594515800476074219e-01,5.539023876190185547e-01,5.719882845878601074e-01,5.480123162269592285e-01,5.098155736923217773e-01,5.676406025886535645e-01,5.356774330139160156e-01,5.267322659492492676e-01,5.552524328231811523e-01,5.507021546363830566e-01,5.837914943695068359e-01,5.701287984848022461e-01,5.457787513732910156e-01,5.745982527732849121e-01
5.507282018661499023e-01,5.472086668014526367e-01,5.251414775848388672e-01,5.724167227745056152e-01,5.915687084197998047e-01,1.000000000000000000e+00,5.785592794418334961e-01,5.573934316635131836e-01,5.720397830009460449e-01,4.917465150356292725e-01,6.212933063507080078e-01,5.459467172622680664e-01,5.811014175415039062e-01,5.634630918502807617e-01,6.318989992141723633e-01,6.035354137420654297e-01,4.881022274494171143e-01,4.665809869766235352e-01,4.663218259811401367e-01,5.527402758598327637e-01
5.170732736587524414e-01,5.203664302825927734e-01,6.008816957473754883e-01,5.172317028045654297e-01,5.594515800476074219e-01,5.785592794418334961e-01,1.000000000000000000e+00,6.408675909042358398e-01,5.847517251968383789e-01,6.442369818687438965e-01,5.155943036079406738e-01,5.063403248786926270e-01,4.838250875473022461e-01,6.103191375732421875e-01,6.649020314216613770e-01,6.948430538177490234e-01,5.959406495094299316e-01,5.446738004684448242e-01,4.731125235557556152e-01,5.287866592407226562e-01
5.369797945022583008e-01,5.232213139533996582e-01,5.723052620887756348e-01,4.783805012702941895e-01,5.539023876190185547e-01,5.573934316635131836e-01,6.408675909042358398e-01,1.000000119209289551e+00,5.842456817626953125e-01,5.845264196395874023e-01,5.013384819030761719e-01,5.137861967086791992e-01,4.466280639171600342e-01,5.391420125961303711e-01,6.125478744506835938e-01,5.640751123428344727e-01,5.686830282211303711e-01,4.712159633636474609e-01,4.571456909179687500e-01,5.054947137832641602e-01
5.931694507598876953e-01,5.423437952995300293e-01,5.811457633972167969e-01,5.377187132835388184e-01,5.719882845878601074e-01,5.720397830009460449e-01,5.847517251968383789e-01,5.842456817626953125e-01,9.999998807907104492e-01,6.087619066238403320e-01,5.029973983764648438e-01,5.194289684295654297e-01,4.950237274169921875e-01,6.010751724243164062e-01,5.930613875389099121e-01,5.407834053039550781e-01,6.232050061225891113e-01,5.796680450439453125e-01,4.824820160865783691e-01,5.836714506149291992e-01
5.547315478324890137e-01,4.618034958839416504e-01,5.723633766174316406e-01,4.460225105285644531e-01,5.480123162269592285e-01,4.917465150356292725e-01,6.442369818687438965e-01,5.845264196395874023e-01,6.087619066238403320e-01,1.000000119209289551e+00,4.605094194412231445e-01,4.750727415084838867e-01,3.787062764167785645e-01,6.004731655120849609e-01,4.964589476585388184e-01,6.376504898071289062e-01,6.841191649436950684e-01,6.466192603111267090e-01,4.673063158988952637e-01,5.998955965042114258e-01
4.780560731887817383e-01,4.684507250785827637e-01,4.987048208713531494e-01,5.021083354949951172e-01,5.098155736923217773e-01,6.212933063507080078e-01,5.155943036079406738e-01,5.013384819030761719e-01,5.029973983764648438e-01,4.605094194412231445e-01,1.000000000000000000e+00,5.565938949584960938e-01,4.489565491676330566e-01,5.644182562828063965e-01,5.663936734199523926e-01,4.753763079643249512e-01,5.169671177864074707e-01,4.162211418151855469e-01,4.642705917358398438e-01,6.632715463638305664e-01
